FeatureID,FeatureName,Cluster 1 Average,Cluster 1 Log2 Fold Change,Cluster 1 P-Value,Cluster 2 Average,Cluster 2 Log2 Fold Change,Cluster 2 P-Value,Cluster 3 Average,Cluster 3 Log2 Fold Change,Cluster 3 P-Value,Cluster 4 Average,Cluster 4 Log2 Fold Change,Cluster 4 P-Value,Cluster 5 Average,Cluster 5 Log2 Fold Change,Cluster 5 P-Value,Cluster 6 Average,Cluster 6 Log2 Fold Change,Cluster 6 P-Value,Cluster 7 Average,Cluster 7 Log2 Fold Change,Cluster 7 P-Value,Cluster 8 Average,Cluster 8 Log2 Fold Change,Cluster 8 P-Value,Cluster 9 Average,Cluster 9 Log2 Fold Change,Cluster 9 P-Value
ENSG00000143799,PARP1,1.329475596,0.016271796,1,1.657579564,0.454911398,0.125169478,0.756047859,-0.892857479,0.015360156,0.739090718,-0.856593446,1,1.130810043,-0.241975072,1,1.328722263,0.010475922,1,1.644856052,0.347672426,0.668888638,1.668209193,0.353667063,1,0.85457338,-0.64024536,1
ENSG00000168159,RNF187,2.433994193,0.03656687,1,2.4487151,0.045950218,1,1.808067942,-0.4560563,0.270717279,2.095850106,-0.200131999,1,2.880612818,0.296487998,0.916779846,2.352065816,-0.0271552,1,2.351943563,-0.027088066,1,2.137677901,-0.171140902,1,3.481595252,0.557301166,1
ENSG00000138085,ATRAID,0.985622406,0.020366826,1,0.912421845,-0.126773069,0.89353574,0.896707926,-0.139401037,0.94281678,1.024168566,0.072378518,1,0.793973009,-0.322569337,1,1.312478715,0.458512753,1,1.251193857,0.392502672,0.594210011,0.815872802,-0.267203955,1,1.069799268,0.136521243,1
ENSG00000116096,SPR,1.015346453,0.015923367,1,1.180361536,0.310981655,0.400739796,0.600735702,-0.830647175,0.027915437,0.80772057,-0.327762672,1,1.148308071,0.208245984,1,0.961618068,-0.071061899,1,1.040572045,0.050597199,1,0.984516901,-0.034492499,1,1.177412212,0.231340098,1
ENSG00000034510,TMSB10,39.11144263,0.027538267,1,28.60533647,-0.548074451,0.066697517,62.36515713,0.833975522,0.003297732,41.7744632,0.112452097,1,29.75320893,-0.409067978,0.831477716,41.48602274,0.10767071,1,37.10203507,-0.063941753,1,30.10980856,-0.377440101,1,41.82978441,0.112169261,1
ENSG00000071082,RPL31,9.123931604,0.024515566,1,7.459504399,-0.351793919,0.338125474,11.131193,0.355765632,0.328031763,8.309491353,-0.12780035,1,6.977338564,-0.40296171,0.842323828,11.34774295,0.352419236,1,10.88714174,0.295080225,0.799724657,9.047528003,0.000347024,1,8.602705359,-0.076920413,1
ENSG00000175701,MTLN,1.049799327,0.020907179,1,1.063038831,0.043768269,1,0.940664197,-0.164007213,0.890642883,0.971376372,-0.100458989,1,0.993013075,-0.071501443,1,1.026592262,-0.01855917,1,1.098242303,0.086578323,1,0.998190747,-0.060324678,1,1.316676023,0.351747062,1
ENSG00000115091,ACTR3,0.783633989,0.02111566,1,0.692838134,-0.211358401,0.716563536,1.120884908,0.632456534,0.041816919,0.575434916,-0.4392497,1,0.58618393,-0.435659414,0.879237113,0.857659358,0.15555206,1,0.737176341,-0.07803615,1,0.761177419,-0.026257639,1,0.614026799,-0.340823734,1
ENSG00000114942,EEF1B2,3.365572875,0.037064149,1,2.663542485,-0.399224506,0.250123555,4.291597247,0.443228105,0.202324454,3.547635444,0.101434411,1,2.386293534,-0.509563004,0.664064401,4.216825178,0.374092196,1,3.831311049,0.230577319,0.90414151,3.208795826,-0.048362591,1,2.962521051,-0.167941986,1
ENSG00000115677,HDLBP,2.313071362,0.022696527,1,2.002413189,-0.249066723,0.58728442,2.209535216,-0.058096291,1,3.003875845,0.405849503,1,2.300990649,0.008076899,1,2.641200978,0.219284822,1,2.326869537,0.025183172,1,2.037403031,-0.176852929,1,3.304350403,0.545187772,1
ENSG00000109814,UGDH,0.793091641,0.022740557,1,0.919556334,0.312439674,0.404490379,0.460075635,-0.855391981,0.02410181,0.406499895,-0.963485437,1,0.837718078,0.10516531,1,0.662736777,-0.254814458,1,1.002961008,0.388801716,0.606414185,1.080233822,0.485685692,1,0.595036279,-0.403316845,1
ENSG00000174780,SRP72,1.095736492,0.035631369,1,1.311953218,0.390851862,0.226792478,0.758978277,-0.567252239,0.175363851,0.62294789,-0.807770542,1,1.211738422,0.187722327,1,0.951871939,-0.188030043,1,0.892635297,-0.290477236,0.972310728,1.41752202,0.415357906,1,0.778611302,-0.47754421,1
ENSG00000152795,HNRNPDL,1.435536403,0.02799208,1,1.54897679,0.174121526,0.74238448,1.409531086,-0.007832397,1,0.98721403,-0.536505731,1,1.397654966,-0.021153499,1,1.078571617,-0.414347442,1,1.649870857,0.239600405,0.83820117,1.253435869,-0.184245889,1,1.050808749,-0.442124481,1
ENSG00000269893,SNHG8,1.552405955,0.009806402,1,2.015096725,0.532849215,0.053607139,0.962642332,-0.762759803,0.04549626,0.89218808,-0.813997345,1,1.417340248,-0.136539824,1,1.172784198,-0.41991115,1,1.913148122,0.33609781,0.676319599,1.827737395,0.251615571,1,0.784941475,-0.99638917,1
ENSG00000037241,RPL26L1,1.001835523,0.016683179,1,1.271524448,0.49255065,0.090301621,0.49817107,-1.099712232,0.002481171,0.644064768,-0.640541358,1,0.966766033,-0.043213293,1,1.010348714,0.02557733,1,1.115794121,0.181874287,0.933724295,1.34915279,0.462714793,1,0.500083682,-1.003959981,1
ENSG00000184840,TMED9,2.619093945,0.007321535,1,2.909285988,0.211334008,0.632410889,2.193417917,-0.286024004,0.556072018,2.095850106,-0.330634677,1,3.49960555,0.470261281,0.569305676,1.945977104,-0.448290537,1,2.113740323,-0.328302097,0.916032298,2.247068668,-0.227881427,1,3.00050209,0.202578906,1
ENSG00000187837,HIST1H1C,5.474629181,0.024920696,1,4.650101254,-0.281993608,0.507325076,3.991229396,-0.495698248,0.215124249,7.148063082,0.414392217,1,5.625615921,0.06066787,1,7.426550352,0.488826076,1,5.333245157,-0.024015642,1,6.467729086,0.265892812,1,8.976185577,0.753979633,1
ENSG00000206503,HLA-A,23.50361531,0.008849085,1,19.82912253,-0.308832824,0.43812245,36.69322973,0.778493556,0.007205378,31.49582301,0.441084779,1,19.16471489,-0.315591129,0.978432855,20.00555427,-0.243155426,1,11.70455496,-1.061346019,0.08207645,16.58181706,-0.521022571,1,41.5006154,0.854078944,1
ENSG00000204392,LSM2,1.122082807,0.003158489,1,1.222375747,0.168859659,0.760084156,0.947990242,-0.274251938,0.643957755,0.834116667,-0.438012928,1,0.999574835,-0.179510665,1,0.997353875,-0.177678768,1,1.461815668,0.420122582,0.558708561,1.011864593,-0.153104778,1,1.253374291,0.165556886,1
ENSG00000204389,HSPA1A,7.372914965,0.045015329,1,9.985906154,0.661498444,0.007990381,3.059356454,-1.359322181,4.58E-05,3.579310761,-1.042921664,1,10.70441847,0.637322644,0.258015677,4.418245179,-0.744866349,1,4.761557383,-0.641597001,0.428929412,8.641870576,0.268656792,1,5.311015302,-0.460044606,1
ENSG00000204388,HSPA1B,1.204499485,0.005794676,1,1.318294986,0.180605761,0.726114936,0.583153194,-1.149739118,0.001349787,0.80244135,-0.597999965,1,1.660125383,0.520547145,0.436548492,1.445675812,0.284902605,1,0.925231529,-0.40351491,0.816276898,1.90978047,0.704446791,1,1.285025157,0.09879041,1
ENSG00000124614,RPS10,18.97137355,0.043044969,1,16.37048091,-0.236812113,0.599809736,19.12097784,0.047138931,1,20.42002068,0.135650818,1,16.54001073,-0.184852467,1,19.63845008,0.081926994,1,22.93019603,0.329896211,0.744322845,17.07863346,-0.131726444,1,22.5923881,0.284444987,1
ENSG00000091831,ESR1,2.388732574,0.023293513,1,3.239057914,0.640758906,0.011874743,0.877660209,-1.559296668,5.76E-06,1.098077637,-1.134108037,1,2.047269247,-0.225710803,1,2.30658388,-0.038269393,1,2.825842639,0.281096087,0.827592536,3.436693256,0.566617271,1,1.360987235,-0.816215857,1
ENSG00000146701,MDH2,1.939494124,0.033477263,1,2.203764318,0.282305035,0.458211115,1.58535617,-0.30421958,0.520050567,1.721025528,-0.156834336,1,1.898536011,-0.008811549,1,1.585370329,-0.283846628,1,1.607245015,-0.267240005,1,1.991823545,0.06210931,1,2.152258883,0.175292079,1
ENSG00000090266,NDUFB2,3.535135057,0.006952086,1,3.87640558,0.185393319,0.711811172,3.490127908,-0.016520685,1,2.982758967,-0.253110626,1,3.149644995,-0.178035157,1,2.917341302,-0.2903715,1,3.372456388,-0.070176324,1,3.464040948,-0.029574422,1,4.076631531,0.211398839,1
ENSG00000168522,FNTA,0.901854634,0.012279089,1,1.124078346,0.450143308,0.137031046,0.550918595,-0.783108027,0.041852091,0.559597258,-0.694417758,1,0.995200328,0.166321497,1,0.704970003,-0.364145941,1,0.882605687,-0.023845448,1,1.189624589,0.42828651,1,0.639347492,-0.495536376,1
ENSG00000147604,RPL7,13.36771498,0.026586596,1,14.70893774,0.211349875,0.626618507,10.74730823,-0.337320038,0.452533894,10.27864019,-0.378504267,1,13.33787165,0.015000002,1,13.55361683,0.03767644,1,11.32844458,-0.239507951,0.974810748,18.31383754,0.492661923,1,9.894060688,-0.434101446,1
ENSG00000155096,AZIN1,1.674004332,0.016580219,1,2.206142481,0.572231335,0.03348247,0.928942525,-0.931222523,0.011084231,1.018889346,-0.725464414,1,1.769488056,0.100022371,1,1.351463231,-0.314845075,1,1.549574757,-0.108658848,1,2.17414149,0.405676955,1,0.949525978,-0.824849306,1
ENSG00000137133,HINT2,1.21530823,0.025235174,1,1.372200012,0.261508836,0.522820755,0.873264582,-0.517201609,0.231357866,0.976655591,-0.307364115,1,1.229236449,0.037322143,1,1.130550972,-0.092073389,1,1.218597624,0.023176171,1,1.239762024,0.047657587,1,1.316676023,0.135893848,1
ENSG00000168002,POLR2G,1.061959165,0.042832068,1,1.272317169,0.399417696,0.216978267,0.826377893,-0.375449751,0.446735461,0.659902426,-0.672024432,1,0.951455259,-0.13979172,1,0.795933874,-0.405690005,1,1.130838536,0.131322186,1,1.098465616,0.082241926,1,0.772281129,-0.438096757,1
ENSG00000174080,CTSF,0.735670185,0.038751151,1,0.626249572,-0.264992637,0.58728442,0.73993056,0.041853269,1,0.955538713,0.422798538,1,0.713044631,-0.01824905,1,0.639995809,-0.181454884,1,0.834965039,0.229710904,0.864609343,0.628996909,-0.203107066,1,1.025488056,0.525531113,1
ENSG00000215021,PHB2,1.672653239,0.005014562,1,1.653615959,-0.017191712,1,1.579495334,-0.09125331,1,1.684070992,0.011109634,1,1.520141161,-0.147563876,1,1.559380651,-0.104952551,1,2.015951625,0.296792087,0.751772032,1.540586632,-0.122001706,1,2.050976112,0.30386815,1
ENSG00000111348,ARHGDIB,2.024612988,0.030003926,1,1.506169857,-0.515565231,0.098257188,3.610275049,1.044963454,0.00011985,1.731583967,-0.214316801,1,1.117686522,-0.89621328,0.184987007,2.485262913,0.337353881,1,2.00090721,0.003270168,1,1.203298435,-0.755295566,1,1.614194162,-0.317281796,1
ENSG00000139168,ZCRB1,0.747830023,0.009130935,1,0.660336574,-0.224582854,0.690828868,0.583153194,-0.398007325,0.406578457,0.53848038,-0.476219295,1,0.678048575,-0.146048077,1,1.354711941,0.939331126,0.449078706,0.867561271,0.241191458,0.844215507,1.139487154,0.64748413,1,0.474762989,-0.655658915,1
ENSG00000183283,DAZAP2,3.68105311,0.015057118,1,4.244228114,0.293494916,0.428075728,2.433712198,-0.658621858,0.075466824,2.106408545,-0.821202055,1,4.36357067,0.28177339,0.934891498,3.3526684,-0.134369043,1,4.265091684,0.241344106,0.893610307,4.102153754,0.170441295,1,2.152258883,-0.786521234,1
ENSG00000197111,PCBP2,7.301307032,0.024028412,1,8.030263503,0.207970887,0.639365436,4.734090374,-0.682765014,0.061853562,4.413427428,-0.735638905,1,7.535088199,0.066716743,1,8.030810354,0.161412571,1,8.876204916,0.324444282,0.756288803,9.129571078,0.351382693,1,4.557724693,-0.685944403,1
ENSG00000111481,COPZ1,2.065145781,0.028416323,1,2.412249935,0.333096406,0.334321899,1.289383946,-0.738013079,0.053241058,1.567928165,-0.392167985,1,2.379731774,0.247187422,1,1.929733556,-0.084308027,1,1.837926046,-0.160969794,1,2.406596869,0.249197617,1,1.747127799,-0.231042082,1
ENSG00000257727,CNPY2,1.778714047,0.018639444,1,2.114186847,0.358777743,0.27848689,1.065206964,-0.810787488,0.029982323,1.193103587,-0.581434628,1,1.813233125,0.043965139,1,1.513898716,-0.23343,1,2.231588242,0.371403921,0.625473024,1.996381494,0.185399939,1,1.316676023,-0.434032865,1
ENSG00000175203,DCTN2,1.307858106,0.026167632,1,1.503791694,0.298964404,0.423339487,0.967037959,-0.470918291,0.292160022,0.934421836,-0.480876985,1,1.384531446,0.110297355,1,1.085069037,-0.265551996,1,1.411667618,0.139264861,0.994406794,1.12125536,-0.212434626,1,1.323006196,0.034297734,1
ENSG00000135679,MDM2,0.866726214,0.041370268,1,1.086027739,0.491087331,0.091747111,0.537731714,-0.736184019,0.059667089,0.554318038,-0.628505712,1,0.949268005,0.177286874,1,0.675731616,-0.346222426,1,0.784816988,-0.122123218,1,0.861452288,0.022427863,1,0.689988877,-0.304196156,1
ENSG00000080371,RAB21,1.024128559,0.034214856,1,1.149445417,0.258380827,0.536612699,0.625644256,-0.766433597,0.046243176,0.670460865,-0.601401527,1,1.266419758,0.366644381,0.742002761,0.981110326,-0.039848728,1,1.02552763,0.028430557,1,1.244319972,0.319189527,1,0.683658704,-0.569099506,1
ENSG00000174437,ATP2A2,0.957249451,0.002284493,1,1.148652696,0.361693953,0.284710096,0.72527847,-0.450162163,0.321569207,0.638785549,-0.595838847,1,0.944893498,-0.018619863,1,0.847913229,-0.182878833,1,1.002961008,0.074813625,1,1.084791771,0.190186294,1,0.734300089,-0.388191222,1
ENSG00000186298,PPP1CC,0.936983055,0.0339604,1,0.988523059,0.135758026,0.841025468,0.867403745,-0.09977276,1,0.654623207,-0.505132073,1,0.888024908,-0.058030609,1,0.906390004,-0.024825417,1,0.905172309,-0.027508804,1,1.144045103,0.326877421,1,0.652007838,-0.507490151,1
ENSG00000110917,MLEC,0.926849856,0.026024717,1,0.983766733,0.139964973,0.827276743,0.78535204,-0.250839153,0.698448747,0.8974673,-0.028218998,1,0.907710189,-0.012462539,1,0.818674842,-0.169177923,1,1.020512825,0.171269028,0.946988466,0.911589723,-0.005110081,1,0.784941475,-0.225286372,1
ENSG00000132963,POMP,2.423185448,0.019268141,1,2.937031222,0.399473043,0.201034861,1.702572892,-0.558503361,0.150074649,1.43594768,-0.76501726,1,2.745003103,0.212365718,1,2.144148396,-0.174597338,1,2.136306946,-0.182800632,1,2.885181474,0.274623918,1,1.55089243,-0.648956088,1
ENSG00000102804,TSC22D1,1.304480374,0.01238723,1,1.594954607,0.410449764,0.188174188,0.945059824,-0.514343687,0.233903154,0.955538713,-0.454150042,1,1.393280459,0.113633618,1,1.039587101,-0.336692595,1,1.401638008,0.121439421,1,1.308131253,0.012052017,1,0.702649224,-0.900516863,1
ENSG00000136156,ITM2B,5.554343673,0.003554928,1,5.18994424,-0.125134912,0.89353574,7.882824579,0.602430084,0.054905091,4.756576689,-0.234367047,1,4.610730312,-0.291393316,1,5.155702278,-0.114492667,1,5.137667761,-0.121115179,1,4.54427477,-0.303079737,1,4.962855777,-0.17136871,1
ENSG00000088448,ANKRD10,0.81876241,0.030952657,1,0.926690823,0.271988499,0.503595278,0.748721814,-0.122134569,0.984557558,0.490967405,-0.729505759,1,0.800534769,-0.010882128,1,0.500301292,-0.718505815,1,1.02552763,0.379840522,0.625389319,0.72471383,-0.158188687,1,0.531734548,-0.608374844,1
ENSG00000100567,PSMA3,1.378790493,0.030191668,1,1.709899149,0.458043326,0.121453608,0.810260593,-0.830981364,0.026632172,0.80772057,-0.770156706,1,1.56388623,0.223655143,0.992493303,1.26049936,-0.115303058,1,1.138360744,-0.274685647,0.998485967,1.804947652,0.428522351,1,0.917875112,-0.579283145,1
ENSG00000128951,DUT,1.424727658,0.011805311,1,1.633005214,0.278370018,0.473674602,0.908429598,-0.717254894,0.064368471,0.89218808,-0.685957296,1,1.24235997,-0.206738295,1,1.526893554,0.114087028,1,2.03099604,0.571761353,0.329977311,1.631745605,0.211595585,1,0.867233726,-0.723762048,1
ENSG00000182718,ANXA2,2.145535819,0.005184352,1,1.739229825,-0.384192878,0.28180978,3.491593117,0.851377628,0.003042568,2.438999368,0.192262149,1,2.449723885,0.213980516,1,1.88425162,-0.19636298,1,0.9954388,-1.167121597,0.072315864,1.763926114,-0.292533169,1,2.095287324,-0.03581926,1
ENSG00000140332,TLE3,1.155184588,0.044727315,1,1.144689092,0.024622875,1,0.816121429,-0.528832237,0.218554461,0.649343988,-0.818363981,1,1.146120817,0.022077526,1,1.107810004,-0.030827352,1,1.920670329,0.850811631,0.066737914,0.929821518,-0.292080855,1,0.987507017,-0.200047786,1
ENSG00000206053,JPT2,1.384194866,0.0451668,1,1.664714053,0.409633545,0.189469294,0.580222776,-1.34117437,0.00012633,0.675740085,-1.025926588,1,1.421714755,0.076976749,1,1.234509682,-0.141788476,1,1.905625914,0.541936275,0.373440603,1.640861502,0.288764255,1,0.981176844,-0.476535228,1
ENSG00000140740,UQCRC2,1.132891552,0.021897509,1,1.42689776,0.481897772,0.096660181,0.791212876,-0.564955645,0.176170609,0.702136182,-0.691723649,1,1.167993352,0.065167979,1,0.906390004,-0.323074516,1,0.982901787,-0.203962479,1,1.426637917,0.363921752,1,0.689988877,-0.713054356,1
ENSG00000103485,QPRT,0.78160735,0.046643371,1,0.667471063,-0.25212398,0.607096464,0.605131329,-0.379969886,0.43951292,0.944980275,0.320281176,1,0.664925054,-0.216849348,1,0.893395165,0.241916707,1,1.090720096,0.566047798,0.351988959,0.528722039,-0.544817982,1,1.373647581,0.880786469,1
ENSG00000076604,TRAF4,1.410541181,0.015265458,1,1.610016305,0.273421062,0.4856275,0.876195,-0.755625447,0.047686402,1.087519199,-0.376972536,1,1.307977574,-0.107760495,1,1.101312585,-0.365786426,1,2.023473833,0.584753375,0.312077922,1.289899458,-0.124418218,1,1.683826067,0.272155587,1
ENSG00000108691,CCL2,0.554623711,0.001186785,1,0.410629466,-0.548175624,0.115700276,1.176562851,1.355787057,4.87E-07,0.686298523,0.324211348,1,0.415578159,-0.446429894,0.896991137,0.383347743,-0.553072811,1,0.273306875,-1.071205657,0.164667646,0.451236913,-0.301289578,1,0.443112123,-0.321320615,1
ENSG00000125691,RPL23,9.920400977,0.009303398,1,9.490455543,-0.075584159,0.998121491,9.348033608,-0.09197997,0.995057343,8.747666564,-0.18722332,1,9.33957231,-0.090140224,1,12.78042392,0.395660616,1,9.603351647,-0.046119168,1,12.90355253,0.400333287,1,8.431790683,-0.241963017,1
ENSG00000131469,RPL27,11.58359657,0.018060364,1,10.87375365,-0.103099009,0.931419074,11.82570208,0.048119405,1,11.53509441,0.000778755,1,11.02375748,-0.066368355,1,13.05006683,0.193758463,1,10.31294656,-0.169609361,1,13.59180277,0.249931971,1,11.99567819,0.057640179,1
ENSG00000159199,ATP5MC1,2.732585765,0.030729,1,2.975081829,0.194434132,0.689117606,1.99268428,-0.490328831,0.224697809,2.51290844,-0.10683187,1,2.845616763,0.086812044,1,2.322827429,-0.227240782,1,2.785724198,0.052024787,1,2.661841992,-0.020345327,1,3.336001269,0.314738815,1
ENSG00000049283,EPN3,0.966031556,0.018739765,1,1.059075226,0.19654623,0.69446838,0.590479239,-0.777360748,0.042984787,0.770766034,-0.320891349,1,1.023634623,0.106578441,1,0.890146455,-0.110539951,1,1.175971781,0.324399944,0.706053941,0.852336391,-0.173208584,1,1.398968274,0.566144308,1
ENSG00000171634,BPTF,0.636364843,0.048223629,1,0.500206937,-0.400872724,0.289245854,0.627109465,0.015882291,1,0.570155696,-0.123526317,1,0.518379072,-0.282232745,1,1.010348714,0.759149051,0.893933652,0.852516856,0.501959039,0.441332051,0.606207166,-0.033566527,1,0.468432816,-0.409124618,1
ENSG00000141526,SLC16A3,0.476260313,0.025623529,1,0.371786138,-0.432768228,0.249073725,0.455680008,-0.050679814,1,0.469850528,0.006356104,1,1.02800913,1.304117463,0.000160462,0.31837355,-0.582922684,1,0.33849934,-0.501648369,0.700873127,0.337288198,-0.485546871,1,0.468432816,0.00361083,1
ENSG00000101608,MYL12A,2.476553625,0.031763376,1,2.371028444,-0.053170111,1,2.987561211,0.342769579,0.36108221,1.779096941,-0.472312321,1,2.342548465,-0.064530288,1,2.436532268,-0.003311066,1,2.204006814,-0.158730216,1,2.365575332,-0.048831458,1,1.98767438,-0.307174896,1
ENSG00000172270,BSG,2.92308989,0.011101572,1,2.859344566,-0.031706074,1,2.805875292,-0.059619373,1,3.341745887,0.204420407,1,3.648338785,0.362119952,0.796035773,2.348817106,-0.327345603,1,2.281736292,-0.376787021,0.78032869,2.620820454,-0.159450809,1,3.956358241,0.454815673,1
ENSG00000099817,POLR2E,1.733452428,0.038480307,1,1.61397991,-0.09944633,0.942296263,1.853489422,0.143169762,0.817891825,1.916356646,0.175707562,1,1.695121438,-0.006383664,1,1.461919361,-0.232441308,1,1.386593593,-0.317652161,0.936455599,1.41752202,-0.275221261,1,2.835917587,0.762668306,1
ENSG00000127540,UQCR11,8.662533315,0.0057216,1,9.298617067,0.142300963,0.808557947,8.761949996,0.022536836,1,8.69487437,0.003731104,1,9.105536189,0.081519407,1,7.043202608,-0.314663973,1,6.205821234,-0.513131864,0.583464971,8.865210058,0.033951642,1,10.03965467,0.216785135,1
ENSG00000167658,EEF2,6.631164862,0.004003383,1,6.538362623,-0.023288267,1,7.931176477,0.304327334,0.432468502,6.773238504,0.028867123,1,6.19867633,-0.105318246,1,5.581283248,-0.26331098,1,6.085465913,-0.133127014,1,5.547023466,-0.26980005,1,7.286029336,0.136092183,1
ENSG00000127663,KDM4B,0.759314314,0.027406273,1,1.015475572,0.615050128,0.021344564,0.429306246,-0.891676099,0.018002948,0.44873365,-0.752197205,1,0.927395471,0.341770499,0.795001372,0.344363227,-1.161302376,0.802186317,0.679506083,-0.15045826,1,0.770293316,0.043729569,1,0.689988877,-0.118388737,1
ENSG00000129351,ILF3,1.228143614,0.00146857,1,1.385676269,0.236640591,0.58728442,1.079859055,-0.210795646,0.781336116,0.976655591,-0.34038896,1,1.262045251,0.04380431,1,0.83491839,-0.583657507,1,1.501934109,0.317653446,0.710649017,1.162276897,-0.082649292,1,0.949525978,-0.379821391,1
ENSG00000179218,CALR,4.724772519,0.037479218,1,4.647723091,0.00366064,1,5.02713218,0.133617922,0.838137235,4.782972786,0.040557526,1,4.636977353,-0.002359942,1,3.768503241,-0.319576947,1,4.287658307,-0.12473751,1,3.924393758,-0.255315305,1,5.443948939,0.232105163,1
